Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,User_Score,,Year_of_Release,User_Score,Global_Sales,Name,Platform,User_Score
Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.19,6.8,,2007,6.8,0.19,Dynasty Warriors Gundam,X360,6.8
Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,0.19,7.5,,2007,7.5,0.19,Chibi-Robo! Park Patrol,DS,7.5
Jurassic: The Hunted,PS3,2009,Shooter,Activision,0.19,4.5,,2009,4.5,0.19,Jurassic: The Hunted,PS3,4.5
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.19,7.4,,2013,7.4,0.19,Tom Clancy's Splinter Cell: Blacklist,PC,7.4
"Ni Hao, Kai-lan: Super Game Day",Wii,2009,Misc,Take-Two Interactive,0.19,8.5,,2009,8.5,0.19,"Ni Hao, Kai-lan: Super Game Day",Wii,8.5
One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.19,8.5,,2007,8.5,0.19,One Piece: Unlimited Adventure,Wii,8.5
Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.19,6.5,,2010,6.5,0.19,Shaun White Skateboarding,PS3,6.5
Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.19,3.1,,2008,3.1,0.19,Conflict: Denied Ops,PS3,3.1
Binary Domain,X360,2012,Action,Sega,0.19,8,,2012,8,0.19,Binary Domain,X360,8
IL-2 Sturmovik: Birds of Prey,PSP,2009,Simulation,505 Games,0.19,3,,2009,3,0.19,IL-2 Sturmovik: Birds of Prey,PSP,3
Jeep Thrills,Wii,2008,Racing,Zoo Digital Publishing,0.19,5.7,,2008,5.7,0.19,Jeep Thrills,Wii,5.7
Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,0.19,7.3,,2009,7.3,0.19,Ice Age: Dawn of the Dinosaurs,PS3,7.3
Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,0.19,5.6,,2003,5.6,0.19,Robin Hood: Defender of the Crown,PS2,5.6
R-Type Final,PS2,2003,Shooter,Metro 3D,0.19,9.1,,2003,9.1,0.19,R-Type Final,PS2,9.1
Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.19,6.8,,2008,6.8,0.19,Bolt,PS3,6.8
Sega GT 2002,XB,2002,Racing,Sega,0.19,8.2,,2002,8.2,0.19,Sega GT 2002,XB,8.2
F1 2011,PC,2011,Racing,Codemasters,0.19,7.2,,2011,7.2,0.19,F1 2011,PC,7.2
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.19,8.1,,2005,8.1,0.19,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,8.1
Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0.19,7.3,,2006,7.3,0.19,Samurai Warriors 2: Empires,PS2,7.3
Blood Omen 2,XB,2002,Action,Eidos Interactive,0.19,9,,2002,9,0.19,Blood Omen 2,XB,9
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.19,8.2,,2011,8.2,0.19,Earth Defense Force: Insect Armageddon,X360,8.2
Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.19,5.3,,2010,5.3,0.19,Major League Baseball 2K10,PS3,5.3
Saints Row IV,PC,2013,Action,Deep Silver,0.19,7.4,,2013,7.4,0.19,Saints Row IV,PC,7.4
Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.19,7.5,,2003,7.5,0.19,Harry Potter: Quidditch World Cup,XB,7.5
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.19,7,,2014,7,0.19,Dance Central: Spotlight,XOne,7
Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.19,7,,2011,7,0.19,Warriors: Legends of Troy,PS3,7
La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,0.19,8.5,,2002,8.5,0.19,La Pucelle: Tactics,PS2,8.5
Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.19,4.4,,2010,4.4,0.19,Arcania: Gothic 4,PC,4.4
NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.19,4.2,,2008,4.2,0.19,NBA Ballers: Chosen One,X360,4.2
Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.19,6.8,,2006,6.8,0.19,Tiger Woods PGA Tour 07,XB,6.8
Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,0.19,6.3,,2007,6.3,0.19,Disney's Meet the Robinsons,Wii,6.3
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,0.19,7.7,,2016,7.7,0.19,Sword Art Online: Hollow Realization,PS4,7.7
The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.19,7.1,,2011,7.1,0.19,The Lord of the Rings: War in the North,PC,7.1
SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.19,8.3,,2010,8.3,0.19,SBK X: Superbike World Championship,X360,8.3
Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.19,6.4,,2011,6.4,0.19,Rango: The Video Game,PS3,6.4
EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.19,8.5,,2003,8.5,0.19,EverQuest Online Adventures: Frontiers,PS2,8.5
Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.19,7.4,,2013,7.4,0.19,Fairy Fencer F,PS3,7.4
Shadows of the Damned,X360,2011,Action,Electronic Arts,0.19,8.4,,2011,8.4,0.19,Shadows of the Damned,X360,8.4
Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0.19,8.9,,2001,8.9,0.19,Phantasy Star Online Ver. 2,DC,8.9
Cabela's Survival: Shadows of Katmai,PS3,2011,Sports,Activision,0.18,7.4,,2011,7.4,0.18,Cabela's Survival: Shadows of Katmai,PS3,7.4
Fight Club,PS2,2004,Fighting,Vivendi Games,0.18,4.4,,2004,4.4,0.18,Fight Club,PS2,4.4
Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,0.18,6.4,,2005,6.4,0.18,Samurai Warriors: State of War,PSP,6.4
Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision,0.18,3.5,,2011,3.5,0.18,Cabela's Survival: Shadows of Katmai,X360,3.5
Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.18,7.5,,2007,7.5,0.18,Dragon Blade: Wrath of Fire,Wii,7.5
Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,505 Games,0.18,8.9,,2004,8.9,0.18,Harvest Moon: A Wonderful Life Special Edition,PS2,8.9
The Munchables,Wii,2009,Action,Namco Bandai Games,0.18,8.2,,2009,8.2,0.18,The Munchables,Wii,8.2
Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.18,7.8,,2005,7.8,0.18,Close Combat: First to Fight,XB,7.8
Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.18,8.6,,2003,8.6,0.18,Indiana Jones and the Emperor's Tomb,XB,8.6
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.18,8.9,,2003,8.9,0.18,Buffy the Vampire Slayer: Chaos Bleeds,PS2,8.9
Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.18,8.5,,2002,8.5,0.18,Ty the Tasmanian Tiger,XB,8.5
Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.18,3.3,,2011,3.3,0.18,Heavy Fire: Afghanistan,PS3,3.3
Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.18,7.8,,2003,7.8,0.18,Siren,PS2,7.8
NARC,XB,2005,Shooter,Midway Games,0.18,2.8,,2005,2.8,0.18,NARC,XB,2.8
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.18,7,,2011,7,0.18,Driver: San Francisco,PC,7
Shape Up,XOne,2014,Misc,Ubisoft,0.18,8.3,,2014,8.3,0.18,Shape Up,XOne,8.3
Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.18,8.8,,2003,8.8,0.18,Amplitude,PS2,8.8
Disgaea DS,DS,2008,Role-Playing,Square Enix,0.18,7.5,,2008,7.5,0.18,Disgaea DS,DS,7.5
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,0.18,7.8,,2005,7.8,0.18,Gauntlet: Seven Sorrows,XB,7.8
AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,0.18,7.1,,2001,7.1,0.18,AirForce Delta Storm,XB,7.1
Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.18,7.2,,2015,7.2,0.18,Metal Gear Solid V: The Phantom Pain,X360,7.2
Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.18,8.9,,2001,8.9,0.18,Fear Effect 2: Retro Helix,PS,8.9
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.18,7.7,,2014,7.7,0.18,Atelier Shallie: Alchemists of the Dusk Sea,PS3,7.7
Call of Duty: World at War,PC,2008,Shooter,Activision,0.18,7.5,,2008,7.5,0.18,Call of Duty: World at War,PC,7.5
CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,0.18,5.6,,2010,5.6,0.18,CSI: Fatal Conspiracy,PS3,5.6
Vietcong: Purple Haze,PS2,2004,Shooter,Gathering of Developers,0.18,4.3,,2004,4.3,0.18,Vietcong: Purple Haze,PS2,4.3
X-Men Origins: Wolverine,PS2,2009,Action,Activision,0.18,6.8,,2009,6.8,0.18,X-Men Origins: Wolverine,PS2,6.8
Syndicate,X360,2012,Shooter,Electronic Arts,0.18,7.1,,2012,7.1,0.18,Syndicate,X360,7.1
Zumba Fitness Rush,X360,2012,Sports,505 Games,0.18,6.2,,2012,6.2,0.18,Zumba Fitness Rush,X360,6.2
Call of Juarez,X360,2007,Shooter,Ubisoft,0.18,6.9,,2007,6.9,0.18,Call of Juarez,X360,6.9
Ghostbusters: The Video Game,PSP,2009,Action,Atari,0.18,4.7,,2009,4.7,0.18,Ghostbusters: The Video Game,PSP,4.7
Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,0.18,8.5,,2002,8.5,0.18,Bloody Roar: Primal Fury,GC,8.5
MotoGP,Wii,2009,Racing,Capcom,0.18,5.4,,2009,5.4,0.18,MotoGP,Wii,5.4
Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.18,8.7,,2008,8.7,0.18,Mushroom Men: The Spore Wars,Wii,8.7
Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0.18,7.8,,2015,7.8,0.18,Saint Seiya: Soldiers' Soul,PS4,7.8
LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.18,6.8,,2012,6.8,0.18,LEGO Harry Potter: Years 5-7,PSV,6.8
Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.18,7.4,,2014,7.4,0.18,Corpse Party: Blood Drive,PSV,7.4
The Last Airbender,DS,2010,Action,THQ,0.18,7,,2010,7,0.18,The Last Airbender,DS,7
MotoGP 14 ,PS4,2014,Racing,Milestone S.r.l.,0.18,6.4,,2014,6.4,0.18,MotoGP 14 ,PS4,6.4
Alone in the Dark,Wii,2008,Adventure,Atari,0.18,4.4,,2008,4.4,0.18,Alone in the Dark,Wii,4.4
Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,0.18,7,,2008,7,0.18,Six Flags Fun Park,DS,7
Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.18,8.3,,2001,8.3,0.18,Test Drive Off-Road Wide Open,XB,8.3
WWE All Stars,PSP,2011,Fighting,THQ,0.18,6.6,,2011,6.6,0.18,WWE All Stars,PSP,6.6
Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,0.18,5.9,,2004,5.9,0.18,Bad Boys: Miami Takedown,XB,5.9
Valhalla Knights 3,PSV,2013,Role-Playing,Xseed Games,0.18,6.8,,2013,6.8,0.18,Valhalla Knights 3,PSV,6.8
Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.18,7.1,,2004,7.1,0.18,Mega Man X: Command Mission,PS2,7.1
Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,0.18,8.6,,2003,8.6,0.18,Tokyo Xtreme Racer DRIFT,PS2,8.6
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,0.18,7.5,,2005,7.5,0.18,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,7.5
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.18,8.3,,2004,8.3,0.18,Cabela's Big Game Hunter 2005 Adventures,XB,8.3
Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.18,7.4,,2015,7.4,0.18,Senran Kagura: Estival Versus,PSV,7.4
GRID Autosport,PS3,2014,Racing,Codemasters,0.18,6.8,,2014,6.8,0.18,GRID Autosport,PS3,6.8
Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.18,7.8,,2009,7.8,0.18,Half-Minute Hero,PSP,7.8
Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,0.18,9.1,,2002,9.1,0.18,Gauntlet: Dark Legacy,GC,9.1
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.18,7.5,,2008,7.5,0.18,The Chronicles of Narnia: Prince Caspian,X360,7.5
Shadow The Hedgehog,XB,2005,Platform,Sega,0.18,5.5,,2005,5.5,0.18,Shadow The Hedgehog,XB,5.5
World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.18,8.1,,2010,8.1,0.18,World of Outlaws: Sprint Cars,X360,8.1
Van Helsing,XB,2007,Action,Activision,0.18,7.6,,2007,7.6,0.18,Van Helsing,XB,7.6
Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.18,5.1,,2012,5.1,0.18,Grand Slam Tennis 2,X360,5.1
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.18,5.3,,2010,5.3,0.18,Ben 10 Ultimate Alien: Cosmic Destruction,X360,5.3
Pure Futbol,X360,2010,Sports,Ubisoft,0.18,7.9,,2010,7.9,0.18,Pure Futbol,X360,7.9
Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.18,4.4,,2007,4.4,0.18,Spider-Man: Friend or Foe,PSP,4.4
Gun,GC,2005,Shooter,Activision,0.18,8.6,,2005,8.6,0.18,Gun,GC,8.6
SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,0.18,5.7,,2007,5.7,0.18,SoulCalibur Legends,Wii,5.7
Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.18,3.5,,2013,3.5,0.18,Aliens: Colonial Marines,PC,3.5
Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.18,7.5,,2003,7.5,0.18,Tiger Woods PGA Tour 2004,GBA,7.5
FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0.18,7.7,,2010,7.7,0.18,FIFA Soccer 11,PC,7.7
American Chopper 2: Full Throttle,PS2,2005,Racing,Zoo Digital Publishing,0.18,8.1,,2005,8.1,0.18,American Chopper 2: Full Throttle,PS2,8.1
Borderlands,PC,2009,Shooter,Take-Two Interactive,0.18,7.8,,2009,7.8,0.18,Borderlands,PC,7.8
de Blob 2,Wii,2011,Platform,THQ,0.18,8.1,,2011,8.1,0.18,de Blob 2,Wii,8.1
Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,0.18,8.3,,2004,8.3,0.18,Silent Hill 4: The Room,XB,8.3
Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.18,6.8,,2002,6.8,0.18,Commandos 2: Men of Courage,PS2,6.8
Remember Me,X360,2013,Action,Capcom,0.18,7.5,,2013,7.5,0.18,Remember Me,X360,7.5
Brink,PC,2011,Shooter,Bethesda Softworks,0.18,6,,2011,6,0.18,Brink,PC,6
FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.18,8,,2001,8,0.18,FIFA Soccer 2002,GC,8
Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,0.18,7.4,,2001,7.4,0.18,Disney's Tarzan Untamed,GC,7.4
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.18,7.2,,2009,7.2,0.18,Trinity Universe,PS3,7.2
Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,0.18,9.2,,2008,9.2,0.18,Cabela's Dangerous Hunts 2009,PS2,9.2
Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.18,8,,2015,8,0.18,Senran Kagura: Estival Versus,PS4,8
Ball Breakers,PS,2000,Action,Take-Two Interactive,0.18,5.3,,2000,5.3,0.18,Ball Breakers,PS,5.3
Splatterhouse,X360,2010,Action,Namco Bandai Games,0.18,7.6,,2010,7.6,0.18,Splatterhouse,X360,7.6
EyeToy: Groove,PS2,2003,Misc,Sony Computer Entertainment,0.18,8,,2003,8,0.18,EyeToy: Groove,PS2,8
You Don't Know Jack,PS3,2011,Misc,THQ,0.18,7.3,,2011,7.3,0.18,You Don't Know Jack,PS3,7.3
Charlie and the Chocolate Factory,GC,2005,Adventure,Global Star,0.18,3.2,,2005,3.2,0.18,Charlie and the Chocolate Factory,GC,3.2
Armored Core: Last Raven,PS2,2005,Simulation,505 Games,0.18,8.9,,2005,8.9,0.18,Armored Core: Last Raven,PS2,8.9
Burnout Legends,DS,2005,Racing,Electronic Arts,0.18,6,,2005,6,0.18,Burnout Legends,DS,6
Tomb Raider: Underworld,PS2,2009,Action,Eidos Interactive,0.18,5.8,,2009,5.8,0.18,Tomb Raider: Underworld,PS2,5.8
College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.18,7.1,,2007,7.1,0.18,College Hoops 2K7,PS3,7.1
K-1 World Grand Prix,PS2,2002,Sports,Konami Digital Entertainment,0.18,9,,2002,9,0.18,K-1 World Grand Prix,PS2,9
Juiced,XB,2005,Racing,THQ,0.18,9.1,,2005,9.1,0.18,Juiced,XB,9.1
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,0.18,3,,2009,3,0.18,Naruto Shippuden: Dragon Blade Chronicles,Wii,3
DiRT Showdown,PS3,2012,Racing,Codemasters,0.18,6.3,,2012,6.3,0.18,DiRT Showdown,PS3,6.3
Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,0.18,5,,2011,5,0.18,Cabela's Big Game Hunter: Hunting Party,X360,5
Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,0.18,8.3,,2008,8.3,0.18,Sonic Riders: Zero Gravity,PS2,8.3
UFC: Sudden Impact,PS2,2004,Fighting,Global Star,0.18,7.7,,2004,7.7,0.18,UFC: Sudden Impact,PS2,7.7
Nancy Drew: The Hidden Staircase,DS,2008,Adventure,THQ,0.18,6,,2008,6,0.18,Nancy Drew: The Hidden Staircase,DS,6
Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.18,7.6,,2006,7.6,0.18,Full Auto 2: Battlelines,PS3,7.6
College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.18,6.9,,2007,6.9,0.18,College Hoops 2K8,X360,6.9
How to Train Your Dragon,PS3,2010,Action,Activision,0.18,7,,2010,7,0.18,How to Train Your Dragon,PS3,7
Madden NFL 09,XB,2008,Sports,Electronic Arts,0.18,5.5,,2008,5.5,0.18,Madden NFL 09,XB,5.5
Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.18,7.8,,2010,7.8,0.18,Dynasty Warriors: Gundam 3,X360,7.8
NHL 2004,XB,2003,Sports,Electronic Arts,0.18,6.5,,2003,6.5,0.18,NHL 2004,XB,6.5
Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.18,7.1,,2015,7.1,0.18,Back to the Future: The Game,PS4,7.1
Monster 4x4: Stunt Racer,Wii,2009,Racing,Ubisoft,0.18,5.2,,2009,5.2,0.18,Monster 4x4: Stunt Racer,Wii,5.2
Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.18,7.1,,2009,7.1,0.18,Velvet Assassin,X360,7.1
MindJack,PS3,2011,Shooter,Square Enix,0.18,1.7,,2011,1.7,0.18,MindJack,PS3,1.7
NBA Live 16,PS4,2015,Sports,Electronic Arts,0.18,6.1,,2015,6.1,0.18,NBA Live 16,PS4,6.1
WWE SmackDown vs. Raw 2009,DS,2008,Fighting,THQ,0.18,7.8,,2008,7.8,0.18,WWE SmackDown vs. Raw 2009,DS,7.8
Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.18,5.6,,2010,5.6,0.18,Dead or Alive Paradise,PSP,5.6
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.17,7.1,,2014,7.1,0.17,Dark Souls II,PC,7.1
The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,0.17,8,,2005,8,0.17,The Suffering: Ties That Bind,PS2,8
EyeToy: Kinetic,PS2,2005,Sports,Sony Computer Entertainment,0.17,8.3,,2005,8.3,0.17,EyeToy: Kinetic,PS2,8.3
Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.17,7,,2014,7,0.17,Project Spark,XOne,7
Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,0.17,4.6,,2001,4.6,0.17,Army Men: Sarge's Heroes 2,PS2,4.6
Rugrats: Royal Ransom,GC,2002,Platform,THQ,0.17,6.7,,2002,6.7,0.17,Rugrats: Royal Ransom,GC,6.7
Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,Konami Digital Entertainment,0.17,7.9,,2006,7.9,0.17,Winning Eleven: Pro Evolution Soccer 2007,DS,7.9
Warriors of Might and Magic,PS2,2001,Adventure,3DO,0.17,4.5,,2001,4.5,0.17,Warriors of Might and Magic,PS2,4.5
Rapala Fishing Frenzy 2009,PS3,2008,Sports,Activision,0.17,4.4,,2008,4.4,0.17,Rapala Fishing Frenzy 2009,PS3,4.4
Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.17,3.7,,2011,3.7,0.17,Ridge Racer,PSV,3.7
Major League Baseball 2K9,PS3,2009,Sports,Spike,0.17,4,,2009,4,0.17,Major League Baseball 2K9,PS3,4
Smash Court Tennis Pro Tournament,PS2,2002,Sports,Sony Computer Entertainment,0.17,7.4,,2002,7.4,0.17,Smash Court Tennis Pro Tournament,PS2,7.4
Race Pro,X360,2009,Racing,Atari,0.17,7,,2009,7,0.17,Race Pro,X360,7
NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,0.17,8.2,,2003,8.2,0.17,NBA Inside Drive 2004,XB,8.2
Gretzky NHL 2005,PS2,2004,Sports,Sony Computer Entertainment,0.17,9.1,,2004,9.1,0.17,Gretzky NHL 2005,PS2,9.1
Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.17,4.7,,2011,4.7,0.17,Dungeon Siege III,PC,4.7
The Hobbit,GC,2003,Platform,Vivendi Games,0.17,7.3,,2003,7.3,0.17,The Hobbit,GC,7.3
Skate it,DS,2008,Sports,Electronic Arts,0.17,7.8,,2008,7.8,0.17,Skate it,DS,7.8
True Crime: New York City,GC,2005,Action,Activision,0.17,8.8,,2005,8.8,0.17,True Crime: New York City,GC,8.8
Metal Arms: Glitch in the System,XB,2003,Shooter,Vivendi Games,0.17,8.7,,2003,8.7,0.17,Metal Arms: Glitch in the System,XB,8.7
Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.17,7.6,,2015,7.6,0.17,Toukiden Kiwami,PS4,7.6
The Secret World,PC,2012,Role-Playing,Funcom,0.17,8.2,,2012,8.2,0.17,The Secret World,PC,8.2
MDK2 Armageddon,PS2,2001,Shooter,Virgin Interactive,0.17,8.3,,2001,8.3,0.17,MDK2 Armageddon,PS2,8.3
NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.17,6.7,,2008,6.7,0.17,NHL 2K9,X360,6.7
Fight Night Round 2,GC,2005,Fighting,Electronic Arts,0.17,7.9,,2005,7.9,0.17,Fight Night Round 2,GC,7.9
Disney's Atlantis: The Lost Empire,PS,2001,Platform,Sony Computer Entertainment,0.17,8.5,,2001,8.5,0.17,Disney's Atlantis: The Lost Empire,PS,8.5
Madden NFL 17,X360,2016,Sports,Electronic Arts,0.17,0.7,,2016,0.7,0.17,Madden NFL 17,X360,0.7
Stormrise,PS3,2009,Strategy,Sega,0.17,5.3,,2009,5.3,0.17,Stormrise,PS3,5.3
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,Midway Games,0.17,7.9,,2004,7.9,0.17,Psi-Ops: The Mindgate Conspiracy,XB,7.9
X-Men: The Official Game,X360,2006,Action,Activision,0.17,6.1,,2006,6.1,0.17,X-Men: The Official Game,X360,6.1
SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,0.17,6.3,,2003,6.3,0.17,SWAT: Global Strike Team,XB,6.3
Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.17,7.2,,2013,7.2,0.17,Hitman: HD Trilogy,X360,7.2
Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,0.17,8.7,,2003,8.7,0.17,Goblin Commander: Unleash the Horde,PS2,8.7
World Destruction League: Thunder Tanks,PS2,2000,Action,3DO,0.17,5.9,,2000,5.9,0.17,World Destruction League: Thunder Tanks,PS2,5.9
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.17,4.9,,2012,4.9,0.17,Tom Clancy's Ghost Recon: Future Soldier,PC,4.9
PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,0.17,6.1,,2011,6.1,0.17,PlayStation Move Heroes,PS3,6.1
RoadKill,PS2,2003,Action,Midway Games,0.17,7.9,,2003,7.9,0.17,RoadKill,PS2,7.9
Looney Tunes: Back in Action,GC,2003,Platform,Warner Bros. Interactive Entertainment,0.17,5,,2003,5,0.17,Looney Tunes: Back in Action,GC,5
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.17,5.6,,2008,5.6,0.17,The Chronicles of Narnia: Prince Caspian,PS3,5.6
Top Spin 2,X360,2006,Sports,Take-Two Interactive,0.17,6.8,,2006,6.8,0.17,Top Spin 2,X360,6.8
Hunter: The Reckoning Redeemer,XB,2003,Action,Interplay,0.17,8.6,,2003,8.6,0.17,Hunter: The Reckoning Redeemer,XB,8.6
Age of Empires III: Complete Collection,PC,2009,Strategy,Microsoft Game Studios,0.17,8.5,,2009,8.5,0.17,Age of Empires III: Complete Collection,PC,8.5
Captain America: Super Soldier,X360,2011,Action,Sega,0.17,6.4,,2011,6.4,0.17,Captain America: Super Soldier,X360,6.4
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.17,8.7,,2014,8.7,0.17,Danganronpa 2: Goodbye Despair,PSV,8.7
Thief: Deadly Shadows,XB,2004,Action,Eidos Interactive,0.17,7.3,,2004,7.3,0.17,Thief: Deadly Shadows,XB,7.3
MotoGP 10/11,PS3,2011,Racing,Capcom,0.17,6.1,,2011,6.1,0.17,MotoGP 10/11,PS3,6.1
NBA 09: The Inside,PSP,2008,Sports,Sony Computer Entertainment,0.17,7.4,,2008,7.4,0.17,NBA 09: The Inside,PSP,7.4
Batman Begins,GBA,2005,Action,Electronic Arts,0.17,6.9,,2005,6.9,0.17,Batman Begins,GBA,6.9
Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,0.17,7.4,,2007,7.4,0.17,Mercury Meltdown Revolution,Wii,7.4
